business_id,venue_text
q3AbKPlzrqbUh8tz26vsdQ,"Categories: Restaurants, Fast Food, Burgers"
Jn5nZ0b-cdBS2xHnF4msug,"Categories: Restaurants, Fast Food, Burgers, Coffee & Tea, Food"
RpWoiNTe8mCVrcMoCDa86w,"Categories: Antiques, Shopping"
6qYiwO5--3xPmsZjglR-Xw,"Categories: Fashion, Local Services, Community Service/Non-Profit, Shopping, Thrift Stores, Used, Vintage & Consignment"
K96G6_BqFbm5iGTzh85-bQ,"Categories: Home & Garden, Mattresses, Furniture Stores, Shopping, Home Decor"
YWcH3SLyRIBHIBBgudqZLw,"Categories: Fast Food, Restaurants, Breakfast & Brunch, Vegetarian, Mexican, Tacos"
i5_36USdvJ8InY-z6KCH7w,"Categories: Hotels & Travel, Event Planning & Services, Hotels"
bQKqeYwaHNal7JFAXzCMFg,"Categories: Fast Food, Greek, Italian, Restaurants"
3bmrxhqVpB5XCg-4j6y39A,"Categories: Restaurants, Coffee & Tea, Food, Burgers, Fast Food"
YKpZ2Ml0NZoYZ5eb3r_Cdg,"Categories: Steakhouses, Salad, Restaurants, Seafood"
qQDtO1tkR993KT2vbxpk6A,"Categories: Post Offices, Public Services & Government"
m0J32LZvlTFgnWZsqxUHIQ,"Categories: Cannabis Dispensaries, Health & Medical, Cannabis Clinics, Shopping"
47PQER5Q4OVmQhVZGE5nJg,"Categories: Mexican, Restaurants, Salad, Soup"
wXxCXwl83wkwj30LVoJ-Zg,"Categories: Contractors, Shopping, Kitchen & Bath, Building Supplies, Windshield Installation & Repair, Home & Garden, Home Decor, Plumbing, Automotive, Glass & Mirrors, Auto Glass Services, Home Services"
iipnazeY9eoANJ37l5fKwA,"Categories: Packing Services, Shipping Centers, Local Services, Home Services"
Xr6GAHHoy3s2qvqlgUx_ng,"Categories: Shopping, Health & Medical, Cannabis Clinics, Cannabis Dispensaries"
1CRaUspmxoegNBUnLkBAyA,"Categories: Chinese, Restaurants"
sveBePSaoY-hlbxs3U6fgA,"Categories: Financial Services, Real Estate, Home Services, Banks & Credit Unions, Mortgage Brokers, Financial Advising"
rL68WmPRYvmSjRaQUoKwkQ,"Categories: Restaurants, Gastropubs, American (New)"
2dxVxJOPESRqtDgPN62JcQ,"Categories: Car Dealers, Auto Repair, Auto Parts & Supplies, Automotive"
yfL0PSbSPeOb5QQ5uvGjrw,"Categories: Cafes, Restaurants"
c6xp1swmd-_P87kt3xggDA,"Categories: Restaurants, Fast Food, Tex-Mex, Tacos, Mexican"
tX60CIy3DrNah_oHHyknBw,"Categories: Public Services & Government, Local Flavor, Landmarks & Historical Buildings"
N44roXfLNkBdpINQDjEFOQ,"Categories: Mexican, Restaurants"
eHiv2WwMLz7eSbZPzMFBVQ,"Categories: Day Spas, Skin Care, Massage, Beauty & Spas"
bDZVoHdYqOqE4zw3_-xcqg,"Categories: Endodontists, Health & Medical, Dentists"
I14nfTvhZzEQ8jkgA0nXMg,"Categories: Local Services, Appliances & Repair, Home & Garden, Appliances, Shopping"
Taz6NSxODzkOe3Mknsh8XQ,"Categories: Pubs, Nightlife, Bars"
_fAhTRXw4bDaxqmzseSWJg,"Categories: Italian, Restaurants"
8eaqI61j12B5iVp0yc_stQ,"Categories: Shopping, Tabletop Games, Books, Mags, Music & Video, Hobby Shops, Comic Books"
I-mMfEbrUCzrzOtS2tsCNg,"Categories: Hair Removal, Nail Salons, Eyebrow Services, Waxing, Beauty & Spas"
U3ymuxVlD8yPVbJZbYqzhQ,"Categories: Restaurants, Food, Coffee & Tea, Breakfast & Brunch"
f_6cI4MdPem_48WgD1Ofcw,"Categories: Restaurants, Southern, Food Trucks, Food, Breakfast & Brunch, Desserts"
xR3inMR2KceU3b9dhkz_tw,"Categories: American (Traditional), Restaurants, Tapas Bars, American (New)"
6nhKTMtbqY4NPr-QFxQNoA,"Categories: Buffets, American (Traditional), Restaurants"
G047PcbKKb0YHwtpfZE8yg,"Categories: Breakfast & Brunch, Cafes, American (New), Salad, Restaurants, Sandwiches"
Ho0uAnaLL57On7enESYfeA,"Categories: Health & Medical, Pizza, Restaurants, Chiropractors"
46fEorqn2nVbxdclHdHdKg,"Categories: Restaurants, American (New)"
O0RUvUvseXAFN7ivhFej7g,"Categories: Food, Grocery"
IvkxclBwkS90gIbPwCsjKQ,"Categories: Public Services & Government, Departments of Motor Vehicles"
GW0LA9nuTkfsaXhxa8txTQ,"Categories: Drugstores, Food, Florists, Bakeries, Flowers & Gifts, Shopping, Grocery"
HJpgBSD8YNGLFn-ousUoYQ,"Categories: Home Services, Baby Gear & Furniture, Furniture Stores, Home & Garden, Shopping, Local Flavor, Interior Design"
pTVc3txErLwF9UZrgJdR3A,"Categories: Beauty & Spas, Tattoo, Piercing"
M4vYPpkKcPxfZvebDv0ugg,"Categories: Restaurants, Tex-Mex, Fast Food, Mexican, Tacos, Breakfast & Brunch"
PjBvEA5nhi7mxPQmdziKjA,"Categories: Event Planning & Services, Photographers"
WHFYn-b52ApOFymcKuGoFw,"Categories: Event Planning & Services, Food Delivery Services, Caterers, Restaurants, Food"
A0zZI5AnaeK4-vKoc9ABmg,"Categories: Thai, Restaurants"
rZ4WHc8fcopYKCGi7ahwzA,"Categories: Automotive, Gas Stations, Food, Convenience Stores"
j-MaqsJB_3wuO8RwZqXRxA,"Categories: Hair Removal, Medical Spas, Skin Care, Waxing, Health & Medical, Beauty & Spas, Eyelash Service"
VPZk3uYLXAc1pn3XDjWQVw,"Categories: Restaurants, Sandwiches, Fast Food"
4a15acANJFUsS3KxAzOT0g,"Categories: Adult Entertainment, Sports Bars, Nightlife, Bars, Dance Clubs"
QCSLVCAx7nl_0B2PNVSnyg,"Categories: Food, Cupcakes, Bakeries, Patisserie/Cake Shop, Desserts, Donuts"
2QrTmKpuNBkOptbwK8NMKA,"Categories: Restaurants, Fast Food, Mexican, Chicken Shop"
gYyNkH66kfFt1fMozOT-Ww,"Categories: Nail Salons, Beauty & Spas"
GN9bLrY5Mk1yzTpzdJCggg,"Categories: Auto Parts & Supplies, Auto Repair, Oil Change Stations, Automotive, Tires"
WCVFqK84i2H5EClSoow7ZA,"Categories: Sandwiches, Burgers, American (Traditional), Restaurants"
0bzkJPZaxJI0aWh20ayBJQ,"Categories: Restaurants, Sandwiches, Fast Food"
at5w9OCM1ex1Y4mWCQB2Bw,"Categories: Food, Food Delivery Services, Fast Food, Delis, Sandwiches, Restaurants"
SjA4XGt_vsea8KiESkWI_w,"Categories: American (Traditional), Sandwiches, Restaurants, Barbeque"
BDYL4lMlT6fpKgiNlJRclA,"Categories: Seafood, American (Traditional), Restaurants"
jxhVYui6UhdUxEp7zDgFFw,"Categories: Cardio Classes, Gyms, Trainers, Fitness & Instruction, Active Life"
mx1_2BxcIbZ1RKsGG_UPHg,"Categories: Nightlife, Sports Bars, Beer Bar, Bars, Restaurants, American (Traditional)"
tBnPLFSvHuyNgurZGN8dYg,"Categories: Fast Food, Caterers, Restaurants, Event Planning & Services, Mexican"
7xKGm9OxjRJA8b9n55gZ8A,"Categories: Restaurants, Breakfast & Brunch"
JwjZgj8CdjU1YtWKlGFe1g,"Categories: Makeup Artists, Beauty & Spas, Eyebrow Services, Hair Salons"
CybXMwlaK0mrjpg7D0mdJA,"Categories: Donuts, Restaurants, Food, Bakeries"
SPfdgCODDJE1zTj5fACOGw,"Categories: Food, Restaurants, American (Traditional), Caterers, Event Planning & Services, Smokehouse, Barbeque"
bxjOSldtLatq7jX4j0lKuQ,"Categories: Mexican, Tacos, Tex-Mex, Fast Food, Breakfast & Brunch, Restaurants"
JCWwQuH9pEHg-yTj4-D_ow,"Categories: Home Decor, Home & Garden, Mattresses, Furniture Stores, Shopping"
oRLZk89gLAKnh-q8236lHA,"Categories: Health & Medical, Medical Centers, Hospitals, Oncologist, Physical Therapy, Doctors"
qz6Zb1BKCgv0RlLC6Wra4Q,"Categories: Beauty & Spas, Nail Salons"
mdFvuwbzWClpg3wfJj-pAA,"Categories: Barbers, Beauty & Spas"
AA_tKPCmT1_u-x5y9vtkVw,"Categories: Italian, Chicken Wings, Pizza, Restaurants"
SGtB-yzWcFn0laOGaFhdnA,"Categories: American (Traditional), Restaurants, Bars, Sports Bars, Nightlife, Burgers"
DszOO6k_s2wuGhTw2AsUdA,"Categories: Salad, Restaurants, Nightlife, Bars, Wine Bars, Italian, Soup"
7euWu2NslP7Qz1GVTBhlEw,"Categories: American (Traditional), Fast Food, Restaurants, Fish & Chips, Seafood"
WOLpG8XUvwC_I3sjNdqD7g,"Categories: Playgrounds, Active Life, Soccer, Parks"
5D-Gjagh385iopO3xqjjIQ,"Categories: Burgers, Coffee & Tea, Fast Food, Restaurants, Food"
qo1BdKEvee5Cp5JeyWYcWg,"Categories: Active Life, Specialty Schools, Swimming Lessons/Schools, Fitness & Instruction, Local Services, Child Care & Day Care, Education, Gyms"
GgE4cV8AFzVQWpD7q-gHBw,"Categories: Automotive, Auto Repair, Oil Change Stations"
kPErogkKALJNJ-tdylTr-w,"Categories: Beauty & Spas, Barbers, Hair Salons"
vzXXFdwL8x2hEAjxgJHJ-Q,"Categories: Massage, Health & Medical, Skin Care, Day Spas, Massage Therapy, Beauty & Spas"
vYmDzAitbffV5nmgaBwGhw,"Categories: Pets, Pet Services, Veterinarians"
0homyPnPv_UhgIFFMpYXJQ,"Categories: Convenience Stores, Gas Stations, Automotive, Food, Motorcycle Dealers, Restaurants, Fast Food"
ifpC9lWYeOnNqs0Zgb5T_Q,"Categories: Axe Throwing, Active Life"
nADvg01owuB6eCy5PjobFQ,"Categories: Southern, Barbeque, Restaurants"
JKlJidBAGhjY26JPpLEvxA,"Categories: Nightlife, Bars, American (Traditional), Restaurants"
HAImwiC7IekMNaYGeRFFow,"Categories: Specialty Food, Olive Oil, Food"
QUs9E0-Y4LWLAD9jQ5mTCw,"Categories: IT Services & Computer Repair, Computers, Local Services, Shopping"
ucLuI_9MQ6cgqsVe4V7RSw,"Categories: Pizza, Restaurants"
69MquJNC3BpgOZvHtutZ-w,"Categories: Bars, Latin American, Nightlife, Cocktail Bars, Restaurants, Mexican"
bJsOFjNgVl7wcy-by6z8KQ,"Categories: Home Services, Television Service Providers, Local Services, Telecommunications, Internet Service Providers, IT Services & Computer Repair, Professional Services, Mobile Phones, Shopping, Mobile Phone Accessories"
laj5Gc4_TZNJH4ajJZK5xQ,"Categories: Event Planning & Services, Venues & Event Spaces"
pr-0QKh5ywlGOuUi8EwImA,"Categories: Water Parks, Active Life, Amusement Parks"
Birks4csk8zknL5a5QCiow,"Categories: Ice Cream & Frozen Yogurt, Food"
m7a94wUd2yWKtmxKb_Dbrw,"Categories: Restaurants, Bars, Pubs, Burgers, American (Traditional), Nightlife"
rPxuCdSAvwmOyKgM4nmGhw,"Categories: Greek, Restaurants"
o1ujL88KoXaX2y3hRzmyqQ,"Categories: Acupuncture, Health & Medical, Physical Therapy, Weight Loss Centers, Massage Therapy, Chiropractors"
_D7QoWuQKMXk0mEE7r_Ftw,"Categories: Beer, Wine & Spirits, Bars, Wineries, Food, Nightlife, Arts & Entertainment, Wine Bars, Wine Tasting Room"
GwbhJHqozsQ-vdD0Bzt8mg,"Categories: Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces"
HVv8gVoRViBytNC7uYG7eQ,"Categories: Professional Services, Heating & Air Conditioning/HVAC, Home Services, Electricians, Plumbing"
8I59on0hU0iAaJDBC9kmVQ,"Categories: Shopping, Local Services, Community Service/Non-Profit, Thrift Stores"
QlikUvw-poF62U-PN27-mA,"Categories: Home & Garden, Shopping, Home Decor, Arts & Crafts"
x_nSa_eKWDg04ud7XVwtyQ,"Categories: Shopping, Department Stores, Drugstores, Grocery, Discount Store, Pharmacy, Food, Fashion, Electronics, Health & Medical"
z3QeXVfi-zCJC4zNaizd1g,"Categories: Windshield Installation & Repair, Body Shops, Auto Glass Services, Automotive, Auto Repair"
q1LlkxzJ1VEzKedgPrcDlw,"Categories: Restaurants, Burgers, Fast Food"
pt1ELSE7LW1LW47vvBF52A,"Categories: Party Supplies, Shopping, Flowers & Gifts, Florists, Gift Shops, Party & Event Planning, Event Planning & Services, Baby Gear & Furniture"
cbaCij-uLLfbkLx_nrCBeA,"Categories: Hotels & Travel, Hotels, Event Planning & Services"
Vl_X9Qakky-sEZvsH_LMWQ,"Categories: Optometrists, Health & Medical"
B9IjPjtyVtyoedhE2BbImw,"Categories: Beauty & Spas, Nail Salons"
mK5FfrMupOz8chFYSHF1tg,"Categories: Health & Medical, Allergists, Doctors, Immunodermatologists, Internal Medicine"
X7ozPeyd4vpk4QrGR5X2fA,"Categories: Home Services, Movers, Shopping, Packing Services, Packing Supplies"
4fR127n3kaOL2A9NPbw3PA,"Categories: Arts & Entertainment, Nightlife, Comedy Clubs, Performing Arts"
0bH59TpgxBZLOtwJMN-axA,"Categories: Community Service/Non-Profit, Local Services, Nail Salons, Makeup Artists, Beauty & Spas, Day Spas, Bridal, Tutoring Centers, Education, Hair Salons, Massage, Shopping, Specialty Schools"
UCDghhOm9vMk3HS6ObV85w,"Categories: Transportation, Party Bus Rentals, Event Planning & Services, Hotels & Travel, Airport Shuttles, Limos"
LliHsFTWhHFlba5HiWHNcg,"Categories: Restaurants, Sushi Bars, Japanese"
LMvlMffji1NmNJ5o6HSw0Q,"Categories: Veterinarians, Pet Sitting, Pets, Pet Services"
Rfm8upoRKXQACvtjk2S6KQ,"Categories: American (Traditional), Seafood, Restaurants"
jYljcntUpRqMWjSktQKGpg,"Categories: Financial Services, Mortgage Brokers, Home Services, Real Estate, Banks & Credit Unions"
uSmrZ1Z7OZgNOC_MY8QesQ,"Categories: Food, Ice Cream & Frozen Yogurt"
BsLdamQG0pW4h9yF0oygWA,"Categories: Cosmetic Dentists, General Dentistry, Health & Medical, Periodontists, Dentists"
W1-PG8MXkG5EgVGa7x6g3A,"Categories: Restaurants, Sandwiches, Delis, Fast Food"
XMJrN7WSbODLCY3sKF_VIA,"Categories: Local Services, Carpet Cleaning"
dA6ksNQHVqMd8YbyYr5TKg,"Categories: Event Planning & Services, Hotels & Travel, Hotels"
4po1pDlFcM_GIu1gOwUDSw,"Categories: Sandwiches, Restaurants, Burgers"
7KKre8EbV95w_MbYTknCPw,"Categories: Burgers, Ice Cream & Frozen Yogurt, Restaurants, Food, Fast Food"
qXZooaeOrKHCrLHK99VHwg,"Categories: Event Planning & Services, Restaurants, Caterers, Fast Food, Chicken Shop"
u7koIU81eSTmwryk1LMQsA,"Categories: Fast Food, Restaurants, Burgers"
6Kc2FhLppRhWBXDKxjxj2A,"Categories: Sandwiches, Restaurants, Fast Food"
gXg277YblY5xsaeMzJ73TA,"Categories: Asian Fusion, Restaurants"
0PGxzpoXZKYNRFD_7_thpA,"Categories: Home & Garden, Home Decor, Appliances & Repair, Shopping, Local Services, Appliances, Mattresses, Electronics"
8ZY4F9_Drrjk7e79BWEwoQ,"Categories: Shopping, Party & Event Planning, Florists, Gift Shops, Event Planning & Services, Flowers & Gifts, Wedding Planning"
3QBpL29M2V4bIe_WZKg5lQ,"Categories: Pizza, Italian, Restaurants"
tqc44WEwLNpESFFtQOzPiQ,"Categories: Hotels, Restaurants, Diners, American (New), Hotels & Travel, American (Traditional), Event Planning & Services, Gastropubs"
c2HzB7UmtGnXSOR4bg3-JQ,"Categories: Restaurants, Chinese"
yheGRZWHC-RJoKlqepj0hw,"Categories: Fast Food, Sandwiches, Restaurants"
I6M5goqo_L96i7HBpoiTjQ,"Categories: Nail Salons, Beauty & Spas"
e9FbhsQ2t1rrHHRhvwnprw,"Categories: Tanning, Spray Tanning, Beauty & Spas"
iIR__H6wEjiSvURIbBc4yw,"Categories: Local Services, Notaries, Shipping Centers, Printing Services, Mailbox Centers"
RKde9bbapEfl_EewG7-ImA,"Categories: Shopping, Books, Mags, Music & Video, Bookstores"
M8mbS6jeSHnne6bu5Sxung,"Categories: Pet Training, Pet Sitting, Pet Services, Pet Boarding, Pet Groomers, Pets"
eM64YFx3lLTDgJYqn4YEpA,"Categories: Sandwiches, Fast Food, Restaurants"
oGasubjIH66zvfp1_4LZcQ,"Categories: Baby Gear & Furniture, Shopping"
G9ez1w58i_ReNqnlRoSpBA,"Categories: Restaurants, Asian Fusion"
sMjjClYrGEXcTFG66qmg8A,"Categories: Thai, Restaurants, Noodles, Vegetarian"
ur6Gb8tYeiYKWC3t3pkaCw,"Categories: American (New), Restaurants"
O8wgk23gex2Dwktm1gd_Lg,"Categories: Fast Food, Chicken Shop, Chicken Wings, Restaurants"
CfR34FRl5Eoka0rSusrfNA,"Categories: Restaurants, American (New), Mexican"
_uyLoz0BbrQIVmUEm_td1Q,"Categories: Greek, Restaurants"
88muUf6A7LmQZK5AXwgtow,"Categories: Ice Cream & Frozen Yogurt, Food"
qskG2Zbyiw9jlo0y04eY1g,"Categories: Botanical Gardens, Arts & Entertainment"
zADmLGvGSO0-ea9CPj_vJA,"Categories: Burgers, Fast Food, Restaurants"
LZns3L4U5HDnpDfctH_KgQ,"Categories: Pizza, Restaurants, Steakhouses, American (Traditional)"
avEtcSYtMMHdP2As_WYZzQ,"Categories: Grocery, Food"
iKeEhlGU9R8vUchNwF5__Q,"Categories: Restaurants, Pizza, Italian, Salad, Gluten-Free"
YGne9VxZ2iR2Em0h8r-RYQ,"Categories: Car Buyers, Automotive, Used Car Dealers, Car Dealers"
-TXzt6mq9ZgAeMpBr19qPQ,"Categories: Local Services, Appliances & Repair"
B4SpV2QBAAW9-2bVS3__Mg,"Categories: Event Planning & Services, Venues & Event Spaces, Active Life, Golf"
hr5xn72O1JGig3R_P9w0KQ,"Categories: American (New), Restaurants"
u-J0KlnZ0zivY1kIQZH9lw,"Categories: Home & Garden, Shopping, Landscaping, Lawn Services, Tree Services, Nurseries & Gardening, Home Services, Gardeners"
M6HLdXfSf9Zpj1y8xxfimg,"Categories: Fast Food, Restaurants, Burgers"
x9CkJI3evO1AmnoTmC6dmA,"Categories: Bars, Pubs, Nightlife"
SjJOV-PB8E1Wlhjm2g1oNw,"Categories: Food, Soup, Breakfast & Brunch, Bagels, Salad, American (New), Sandwiches, Restaurants"
ELBspgyb2kFe4pGHTjjNrA,"Categories: Beauty & Spas, Nail Salons"
_ic0Q-ptC259Kpu8lIWxTw,"Categories: Restaurants, Pizza"
IwAjIgI74YVg23pZC4shMQ,"Categories: Bars, American (Traditional), Restaurants, Dive Bars, Nightlife, Irish Pub"
1CCaaunP7_hKs7wXSSJsKA,"Categories: Event Planning & Services, Hotels, Venues & Event Spaces, Hotels & Travel"
zQfNWk5gBDO_eoKj7aAvYQ,"Categories: Contractors, Local Services, Shopping, Home & Garden, Home Services, Appliances & Repair, Appliances"
D1FGfurRUbHTkuN4sp10_A,"Categories: Restaurants, Fast Food, Burgers, Sandwiches"
1EuzreCBwlq-HkjVKTi7Ug,"Categories: Auto Repair, Auto Detailing, Towing, Auto Glass Services, Body Shops, Roadside Assistance, Automotive, Windshield Installation & Repair"
Vxqa8u_5RD5e7oBqdaU0yQ,"Categories: Shopping, Beauty & Spas, Cosmetics & Beauty Supply, Skin Care, Hair Salons"
X22o8PzlUmgh9KVjuoigtw,"Categories: Automotive, Auto Parts & Supplies, Transmission Repair, Auto Repair"
Tl-dTxLtEIC6iZgbEWzQeg,"Categories: Drugstores, Grocery, Discount Store, Mobile Phones, Department Stores, Shopping, Fashion, Food, Electronics"
AQYisVZ_oxcvwJwT3rzzVw,"Categories: Florists, Shopping, Flowers & Gifts"
oPWvL0CffDnoastm_48SRg,"Categories: Beauty & Spas, Shopping, Hair Salons, Cosmetics & Beauty Supply, Day Spas"
1aHXW7pLo9b-owpNJk5omQ,"Categories: Health & Medical, Urgent Care"
RahAOpEPsGg3tIslXNR1Jw,"Categories: Hotels, Event Planning & Services, Hotels & Travel"
OQDQVX4TosEQg5tCWyLUBA,"Categories: Bars, Nightlife, Hot Dogs, Restaurants, Mexican"
waYo_eCNRBgq0sZjapTBFA,"Categories: Libraries, Public Services & Government"
sk_UujXMta_6BgsGtMvMIA,"Categories: Food, Convenience Stores"
E1zhwfAhjdgWVmRj6mMBMw,"Categories: Italian, Restaurants"
5_6rQ5RtLxypfNPTK7n8ew,"Categories: IT Services & Computer Repair, Mobile Phones, Mobile Phone Accessories, Shopping, Electronics, Local Services, Telecommunications"
LotQqQ07ImAZzFDFUV9nlQ,"Categories: Fast Food, Restaurants, Sandwiches, Delis"
7nHsxxngai2a2yHiw2EBWQ,"Categories: Restaurants, Food, Ice Cream & Frozen Yogurt, Fast Food, Burgers"
T2oyb1q64y7I1hFHhPLFig,"Categories: Fast Food, Mexican, Restaurants, Breakfast & Brunch, Tacos, Burgers"
RO9QKv0mQS9GxcGlqLreXQ,"Categories: Tires, Discount Store, Automotive, Department Stores, Mobile Phones, Food, Electronics, Grocery, Drugstores, Shopping, Fashion"
8KUJ3AW-8T4gcI-SpAlSBg,"Categories: Home & Garden, Shopping, Nurseries & Gardening, Holiday Decorations"
ApcMztKwhVYYCceDX1L5qQ,"Categories: Active Life, Restaurants, Arcades, Arts & Entertainment, American (New), Bowling"
V3eWzkVZpwGlgWp4q5y6uw,"Categories: Vocational & Technical School, Dog Walkers, Pet Sitting, Pets, Pet Services, Pet Training, Specialty Schools, Pet Groomers, Education"
KtpZkMxiOp1V9NEqMSMO3w,"Categories: Fast Food, Burgers, Food, Restaurants, Ice Cream & Frozen Yogurt"
d3v51cMiLdNvn0GevIQDeg,"Categories: Burgers, Restaurants, Coffee & Tea, Fast Food, Food"
gJ52Cdv8Ymgij68Xc9O2hQ,"Categories: Pizza, Restaurants, Sandwiches, Chicken Wings"
KuCqZJuqs7EEWzxeZ3w94Q,"Categories: Restaurants, Coffee & Tea, Burgers, Fast Food, Food"
tbIflMm0UD-kSSHv4Ku5-A,"Categories: Tree Services, Home Services"
861eWH26IJ3lhELxEBpSSQ,"Categories: Burgers, Sandwiches, Restaurants, Pizza"
rYuVgPWzjkoz8KfrCk0azg,"Categories: Hotels & Travel, Car Rental"
_RWptBAD9N981fxuN7jiyw,"Categories: Event Planning & Services, Hotels, Hotels & Travel"
osu1PSTQi5s-hGPUV65-0w,"Categories: Italian, Restaurants, Steakhouses, Salad"
uFWsC9VWiS9RHjyabJ12qQ,"Categories: Hotels, Hotels & Travel, Event Planning & Services"
63DWc4EtMPadZLJ4Ex7SCQ,"Categories: Kitchen & Bath, Appliances & Repair, Local Services, Appliances, Home & Garden, Shopping"
L7y-azNJv3rx4fAqKex1QQ,"Categories: Shopping, Cards & Stationery, Arts & Crafts, Flowers & Gifts, Gift Shops, Event Planning & Services"
thpDDcdKLPzSFldLLBULLA,"Categories: American (New), Nightlife, Bars, Restaurants, Sports Bars"
7jdkjSbe_8vNzteMpMDbhw,"Categories: Active Life, Parks"
8Nbo-W77QpuVmWJDs69q0Q,"Categories: Restaurants, Sandwiches, Fast Food"
IjWmDgG_A_heV6mAxvOTRw,"Categories: Body Shops, Car Dealers, Automotive, Auto Repair, Used Car Dealers, Auto Parts & Supplies"
JIbj1wAuIlLh_s0leRe2Lw,"Categories: Bakeries, Food"
McViyLB92p3LAqs3ZZMpRg,"Categories: Local Services, Pest Control"
nVjiVQkb3WBN7lRCYN8O-w,"Categories: Pet Stores, Pets, Pet Services, Pet Groomers, Pet Training"
7AjGUHCmGHQfE9cxuNe_eA,"Categories: Car Wash, Automotive"
uu632PGa9wFxkFsrnojtpA,"Categories: Beauty & Spas, Health & Medical, Reflexology, Massage Therapy, Massage"
hPfiInYuyX9icAz3LEivnA,"Categories: Restaurants, Breakfast & Brunch, Diners, American (Traditional)"
54PRlECOod1GHR0ArpvcVQ,"Categories: Hair Salons, Beauty & Spas"
8YNiumMAFKSZzzwKSo6dlQ,"Categories: American (Traditional), Restaurants"
E9D9yNS921Ix5DtTO4UxJA,"Categories: Food Delivery Services, Pizza, Italian, Restaurants, Chicken Wings, Food"
CYDpBk6QrNPnW9Z9hK_3qQ,"Categories: Restaurants, Breakfast & Brunch, Tacos, Mexican, Tex-Mex, Fast Food"
Jw_qtaswLQ6aRF2s_CQXdg,"Categories: Custom Cakes, Ice Cream & Frozen Yogurt, Desserts, Cupcakes, Food, Bakeries"
c3v2SOndiJbqA_q_HYqn6Q,"Categories: Event Planning & Services, Hotels, Hotels & Travel"
2Z5rz2PqzkNTkfLb44TUSA,"Categories: Italian, American (Traditional), Event Planning & Services, Caterers, Restaurants, Nightlife, Bars, Venues & Event Spaces"
wRQ8uOse9xVRPzSvD7gFEg,"Categories: Restaurants, Breakfast & Brunch, American (Traditional)"
08XjRgU24kHcikWd4Rg7rA,"Categories: Bars, Venues & Event Spaces, Nightlife, Pizza, Restaurants, Event Planning & Services"
0VZAR9j0T3F8XUAk5rvcTQ,"Categories: Restaurants, Italian, Fast Food"
283P7ZbkvsHfhZTQX5m96w,"Categories: Restaurants, Food, Donuts, Coffee & Tea, Bakeries, Sandwiches, Breakfast & Brunch"
