business_id,venue_text
q3AbKPlzrqbUh8tz26vsdQ,"Venue: Wendy's | City: Belleville | Categories: Restaurants, Fast Food, Burgers | Attributes: RestaurantsTakeOut=True, RestaurantsGoodForGroups=True, GoodForKids=True, RestaurantsPriceRange2=1, BusinessAcceptsCreditCards=True, RestaurantsDelivery=True"
Jn5nZ0b-cdBS2xHnF4msug,"Venue: McDonald's | City: Belleville | Categories: Restaurants, Fast Food, Burgers, Coffee & Tea, Food | Attributes: WiFi=u'free', GoodForKids=True, RestaurantsPriceRange2=1, RestaurantsDelivery=True, BusinessAcceptsCreditCards=True, RestaurantsReservations=False, HasTV=True, DriveThru=True"
RpWoiNTe8mCVrcMoCDa86w,"Venue: My Vintage Addiction | City: Belleville | Categories: Antiques, Shopping | Attributes: ByAppointmentOnly=False, RestaurantsPriceRange2=2, BusinessParking={'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, BusinessAcceptsCreditCards=True"
6qYiwO5--3xPmsZjglR-Xw,"Venue: The TOCO Shop | City: Belleville | Categories: Fashion, Local Services, Community Service/Non-Profit, Shopping, Thrift Stores, Used, Vintage & Consignment | Attributes: BusinessAcceptsCreditCards=True, BusinessParking={'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, RestaurantsPriceRange2=1, BikeParking=True, WiFi='free'"
K96G6_BqFbm5iGTzh85-bQ,"Venue: Ashley HomeStore | City: Edwardsville | Categories: Home & Garden, Mattresses, Furniture Stores, Shopping, Home Decor | Attributes: BusinessAcceptsCreditCards=True, BikeParking=True, RestaurantsPriceRange2=2, BusinessParking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, ByAppointmentOnly=False"
YWcH3SLyRIBHIBBgudqZLw,"Venue: Taco Bell | City: Cahokia | Categories: Fast Food, Restaurants, Breakfast & Brunch, Vegetarian, Mexican, Tacos | Attributes: GoodForMeal={'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, RestaurantsGoodForGroups=True, RestaurantsTakeOut=True, RestaurantsReservations=False, BusinessParking={'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, RestaurantsAttire=u'casual', GoodForKids=True, RestaurantsDelivery=True"
i5_36USdvJ8InY-z6KCH7w,"Venue: Super 8 by Wyndham Pontoon Beach IL/St. Louis MO Area | City: Pontoon Beach | Categories: Hotels & Travel, Event Planning & Services, Hotels | Attributes: WiFi='free', BusinessAcceptsCreditCards=True, RestaurantsPriceRange2=1"
bQKqeYwaHNal7JFAXzCMFg,"Venue: Super Gyros | City: Belleville | Categories: Fast Food, Greek, Italian, Restaurants | Attributes: BikeParking=True, RestaurantsTableService=False, NoiseLevel='average', RestaurantsTakeOut=True, Alcohol='none', OutdoorSeating=False, HasTV=True, RestaurantsReservations=False"
3bmrxhqVpB5XCg-4j6y39A,"Venue: McDonald's | City: Belleville | Categories: Restaurants, Coffee & Tea, Food, Burgers, Fast Food | Attributes: RestaurantsGoodForGroups=True, GoodForKids=True, RestaurantsTakeOut=True, RestaurantsAttire='casual', RestaurantsPriceRange2=1, RestaurantsReservations=False, Alcohol=u'none', Ambience={'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
YKpZ2Ml0NZoYZ5eb3r_Cdg,"Venue: Valentine's Restaurant | City: Freeburg | Categories: Steakhouses, Salad, Restaurants, Seafood | Attributes: OutdoorSeating=False, RestaurantsAttire=u'casual', RestaurantsReservations=True, Alcohol=u'full_bar', RestaurantsPriceRange2=2, BusinessAcceptsCreditCards=True, RestaurantsGoodForGroups=True, BikeParking=False"
qQDtO1tkR993KT2vbxpk6A,"Venue: U.s. Post Office | City: Fairview Heights | Categories: Post Offices, Public Services & Government"
m0J32LZvlTFgnWZsqxUHIQ,"Venue: HCI Alternatives | City: Collinsville | Categories: Cannabis Dispensaries, Health & Medical, Cannabis Clinics, Shopping | Attributes: BusinessParking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, BusinessAcceptsCreditCards=False"
47PQER5Q4OVmQhVZGE5nJg,"Venue: Mexico Tipico | City: Lebanon | Categories: Mexican, Restaurants, Salad, Soup | Attributes: RestaurantsReservations=False, RestaurantsDelivery=False, BusinessParking={'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, BusinessAcceptsCreditCards=True, Ambience={'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}, RestaurantsTakeOut=True, GoodForMeal={'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, OutdoorSeating=True"
wXxCXwl83wkwj30LVoJ-Zg,"Venue: Martin Glass Company | City: Belleville | Categories: Contractors, Shopping, Kitchen & Bath, Building Supplies, Windshield Installation & Repair, Home & Garden, Home Decor, Plumbing, Automotive, Glass & Mirrors, Auto Glass Services, Home Services | Attributes: BusinessAcceptsCreditCards=True, ByAppointmentOnly=True"
iipnazeY9eoANJ37l5fKwA,"Venue: Post Pack & Ship | City: O'Fallon | Categories: Packing Services, Shipping Centers, Local Services, Home Services"
Xr6GAHHoy3s2qvqlgUx_ng,"Venue: The Green Solution | City: Sauget | Categories: Shopping, Health & Medical, Cannabis Clinics, Cannabis Dispensaries | Attributes: BusinessParking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"
1CRaUspmxoegNBUnLkBAyA,"Venue: Li Chinese Reaturant | City: Swansea | Categories: Chinese, Restaurants | Attributes: RestaurantsTakeOut=True, RestaurantsPriceRange2=1, NoiseLevel=u'quiet', Ambience={'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, RestaurantsReservations=False, Alcohol=u'none', BusinessAcceptsCreditCards=True, RestaurantsAttire=u'casual'"
sveBePSaoY-hlbxs3U6fgA,"Venue: U.S. Bank Branch | City: Fairview Heights | Categories: Financial Services, Real Estate, Home Services, Banks & Credit Unions, Mortgage Brokers, Financial Advising | Attributes: BusinessAcceptsCreditCards=False, RestaurantsReservations=False, RestaurantsTakeOut=False, HappyHour=False, DogsAllowed=False, Caters=False, WheelchairAccessible=False, OutdoorSeating=False"
rL68WmPRYvmSjRaQUoKwkQ,"Venue: Social Gastropub | City: Edwardsville | Categories: Restaurants, Gastropubs, American (New) | Attributes: NoiseLevel='average', RestaurantsTakeOut=True, HasTV=True, RestaurantsAttire='casual', RestaurantsTableService=True, Caters=False, WiFi=u'free', RestaurantsDelivery=False"
2dxVxJOPESRqtDgPN62JcQ,"Venue: Auffenberg Mazda | City: O'Fallon | Categories: Car Dealers, Auto Repair, Auto Parts & Supplies, Automotive"
yfL0PSbSPeOb5QQ5uvGjrw,"Venue: Hy-Ho Cafe | City: Belleville | Categories: Cafes, Restaurants | Attributes: Ambience={'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, RestaurantsTakeOut=True, RestaurantsDelivery=False, GoodForKids=True, RestaurantsGoodForGroups=True, OutdoorSeating=False, RestaurantsAttire='casual', BusinessAcceptsCreditCards=True"
c6xp1swmd-_P87kt3xggDA,"Venue: Taco Bell | City: Alton | Categories: Restaurants, Fast Food, Tex-Mex, Tacos, Mexican | Attributes: RestaurantsTakeOut=True, BusinessAcceptsCreditCards=True, GoodForKids=False, RestaurantsGoodForGroups=False, Ambience={'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}, RestaurantsDelivery=True, DriveThru=True, RestaurantsPriceRange2=1"
tX60CIy3DrNah_oHHyknBw,"Venue: Piasa Bird | City: Alton | Categories: Public Services & Government, Local Flavor, Landmarks & Historical Buildings"
N44roXfLNkBdpINQDjEFOQ,"Venue: Carisilo's Mexican Restaurant | City: Collinsville | Categories: Mexican, Restaurants | Attributes: RestaurantsDelivery=False, Alcohol='full_bar', Caters=False, RestaurantsAttire='casual', GoodForKids=True, HasTV=True, OutdoorSeating=True, RestaurantsGoodForGroups=True"
eHiv2WwMLz7eSbZPzMFBVQ,"Venue: MassageLuXe | City: Fairview Heights | Categories: Day Spas, Skin Care, Massage, Beauty & Spas | Attributes: BusinessParking={'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, AcceptsInsurance=False, WheelchairAccessible=True, BikeParking=True, RestaurantsPriceRange2=2, BusinessAcceptsCreditCards=True, ByAppointmentOnly=False"
bDZVoHdYqOqE4zw3_-xcqg,"Venue: Edwardsville Endodontics | City: Edwardsville | Categories: Endodontists, Health & Medical, Dentists"
I14nfTvhZzEQ8jkgA0nXMg,"Venue: Midwest Appliance & Repair | City: Belleville | Categories: Local Services, Appliances & Repair, Home & Garden, Appliances, Shopping | Attributes: ByAppointmentOnly=False, BusinessAcceptsCreditCards=True"
Taz6NSxODzkOe3Mknsh8XQ,"Venue: The Big Muddy Pub | City: Alton | Categories: Pubs, Nightlife, Bars | Attributes: NoiseLevel=u'average', RestaurantsPriceRange2=1, BusinessAcceptsCreditCards=True, Ambience={'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, Alcohol=u'full_bar', OutdoorSeating=False, BusinessParking={'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, HasTV=True"
_fAhTRXw4bDaxqmzseSWJg,"Venue: Donatello's | City: Maryville | Categories: Italian, Restaurants | Attributes: RestaurantsAttire='casual', RestaurantsDelivery=False, RestaurantsTakeOut=True, RestaurantsPriceRange2=2, BusinessAcceptsCreditCards=True, HasTV=True, BusinessParking={'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, OutdoorSeating=False"
8eaqI61j12B5iVp0yc_stQ,"Venue: Dizzy Dugout Cards, Comics & Games | City: Collinsville | Categories: Shopping, Tabletop Games, Books, Mags, Music & Video, Hobby Shops, Comic Books | Attributes: RestaurantsPriceRange2=3, BusinessAcceptsBitcoin=False, BusinessAcceptsCreditCards=True, BikeParking=True"
I-mMfEbrUCzrzOtS2tsCNg,"Venue: Magic Nails & Spa | City: O Fallon | Categories: Hair Removal, Nail Salons, Eyebrow Services, Waxing, Beauty & Spas | Attributes: RestaurantsPriceRange2=2, BusinessAcceptsCreditCards=True, ByAppointmentOnly=False, BikeParking=True, BusinessParking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"
U3ymuxVlD8yPVbJZbYqzhQ,"Venue: Mokka Kaffeehaus | City: Columbia | Categories: Restaurants, Food, Coffee & Tea, Breakfast & Brunch | Attributes: RestaurantsAttire=u'casual', WiFi=u'free', Ambience={}, RestaurantsReservations=False, GoodForKids=True, BusinessAcceptsCreditCards=True, RestaurantsGoodForGroups=True, BusinessParking={'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"
f_6cI4MdPem_48WgD1Ofcw,"Venue: Clara B's Kitchen Table | City: Swansea | Categories: Restaurants, Southern, Food Trucks, Food, Breakfast & Brunch, Desserts | Attributes: OutdoorSeating=False"
xR3inMR2KceU3b9dhkz_tw,"Venue: Lascelles Granite City | City: Granite City | Categories: American (Traditional), Restaurants, Tapas Bars, American (New) | Attributes: RestaurantsReservations=True, DogsAllowed=False, Alcohol=u'full_bar', BusinessAcceptsCreditCards=True, NoiseLevel=u'average', BusinessParking={'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}, RestaurantsDelivery=False, WheelchairAccessible=True"
6nhKTMtbqY4NPr-QFxQNoA,"Venue: Golden Corral Buffet & Grill | City: Shiloh | Categories: Buffets, American (Traditional), Restaurants | Attributes: GoodForKids=True, RestaurantsGoodForGroups=True, RestaurantsPriceRange2=2, BusinessAcceptsCreditCards=True, RestaurantsReservations=False, NoiseLevel=u'average', RestaurantsAttire=u'casual', Caters=True"
G047PcbKKb0YHwtpfZE8yg,"Venue: Franks Restaurant | City: Alton | Categories: Breakfast & Brunch, Cafes, American (New), Salad, Restaurants, Sandwiches | Attributes: OutdoorSeating=True, Caters=False, GoodForKids=True, HasTV=False, RestaurantsDelivery=False, RestaurantsGoodForGroups=True, RestaurantsAttire='casual', RestaurantsPriceRange2=1"
Ho0uAnaLL57On7enESYfeA,"Venue: Imo's Pizza | City: Fairview Heights | Categories: Health & Medical, Pizza, Restaurants, Chiropractors | Attributes: RestaurantsDelivery=True, GoodForKids=True, Caters=False, RestaurantsTakeOut=True, Ambience={'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, RestaurantsReservations=False, RestaurantsAttire=u'casual', OutdoorSeating=False"
46fEorqn2nVbxdclHdHdKg,"Venue: Gentelin's On Broadway | City: Alton | Categories: Restaurants, American (New) | Attributes: Alcohol=u'full_bar', RestaurantsDelivery=False, RestaurantsGoodForGroups=True, OutdoorSeating=True, RestaurantsReservations=True, RestaurantsAttire=u'casual', BikeParking=True, NoiseLevel=u'average'"
O0RUvUvseXAFN7ivhFej7g,"Venue: Aldi | City: Swansea | Categories: Food, Grocery | Attributes: BusinessAcceptsCreditCards=True, Caters=False, RestaurantsPriceRange2=1, BikeParking=True, BusinessParking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, RestaurantsTakeOut=True"
IvkxclBwkS90gIbPwCsjKQ,"Venue: Illinois Division of Motor Vehicles | City: East Saint Louis | Categories: Public Services & Government, Departments of Motor Vehicles"
GW0LA9nuTkfsaXhxa8txTQ,"Venue: Schnucks Seven Hills | City: O'Fallon | Categories: Drugstores, Food, Florists, Bakeries, Flowers & Gifts, Shopping, Grocery | Attributes: RestaurantsPriceRange2=2, BikeParking=True, BusinessAcceptsCreditCards=True, RestaurantsDelivery=True, RestaurantsTakeOut=True, BusinessParking={u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"
HJpgBSD8YNGLFn-ousUoYQ,"Venue: Mueller Furniture | City: Belleville | Categories: Home Services, Baby Gear & Furniture, Furniture Stores, Home & Garden, Shopping, Local Flavor, Interior Design | Attributes: BusinessAcceptsCreditCards=True, BikeParking=False, RestaurantsPriceRange2=3, BusinessParking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"
pTVc3txErLwF9UZrgJdR3A,"Venue: Screamin Demon Tattoo | City: Fairview Heights | Categories: Beauty & Spas, Tattoo, Piercing | Attributes: BusinessParking={'garage': False}, ByAppointmentOnly=False, RestaurantsPriceRange2=2, BusinessAcceptsCreditCards=False"
M4vYPpkKcPxfZvebDv0ugg,"Venue: Taco Bell | City: Troy | Categories: Restaurants, Tex-Mex, Fast Food, Mexican, Tacos, Breakfast & Brunch | Attributes: OutdoorSeating=False, BusinessAcceptsCreditCards=True, NoiseLevel=u'average', BusinessParking={'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, BikeParking=False, Alcohol=u'none', RestaurantsReservations=False, RestaurantsPriceRange2=1"
PjBvEA5nhi7mxPQmdziKjA,"Venue: Conner Photography | City: Collinsville | Categories: Event Planning & Services, Photographers | Attributes: BusinessAcceptsCreditCards=True"
WHFYn-b52ApOFymcKuGoFw,"Venue: Steak-Out | City: Swansea | Categories: Event Planning & Services, Food Delivery Services, Caterers, Restaurants, Food | Attributes: RestaurantsTakeOut=True, BikeParking=True, RestaurantsPriceRange2=2, RestaurantsDelivery=True, BusinessAcceptsCreditCards=True, BusinessParking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"
A0zZI5AnaeK4-vKoc9ABmg,"Venue: Aroy Thai | City: O Fallon | Categories: Thai, Restaurants | Attributes: RestaurantsReservations=False, Caters=False, WiFi=u'no', RestaurantsDelivery=False, GoodForKids=True, RestaurantsTakeOut=True, HasTV=False, RestaurantsAttire=u'casual'"
rZ4WHc8fcopYKCGi7ahwzA,"Venue: Flying J Travel Center | City: East Saint Louis | Categories: Automotive, Gas Stations, Food, Convenience Stores | Attributes: RestaurantsPriceRange2=2, BusinessAcceptsCreditCards=True, RestaurantsTakeOut=True, BusinessParking={'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, Caters=False, RestaurantsDelivery=True, BikeParking=False"
j-MaqsJB_3wuO8RwZqXRxA,"Venue: Brow Spa | City: Fairview Heights | Categories: Hair Removal, Medical Spas, Skin Care, Waxing, Health & Medical, Beauty & Spas, Eyelash Service | Attributes: BikeParking=True, ByAppointmentOnly=False, RestaurantsPriceRange2=1, BusinessAcceptsCreditCards=True, BusinessParking={'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"
VPZk3uYLXAc1pn3XDjWQVw,"Venue: Arby's | City: Belleville | Categories: Restaurants, Sandwiches, Fast Food | Attributes: RestaurantsTakeOut=True, RestaurantsPriceRange2=1, DriveThru=True, RestaurantsDelivery=True, RestaurantsReservations=False"
4a15acANJFUsS3KxAzOT0g,"Venue: Country Rock Cabaret | City: Sauget | Categories: Adult Entertainment, Sports Bars, Nightlife, Bars, Dance Clubs | Attributes: RestaurantsGoodForGroups=True, OutdoorSeating=False, RestaurantsPriceRange2=2, Alcohol=u'full_bar', BusinessAcceptsCreditCards=True, NoiseLevel='average', HasTV=True, BikeParking=False"
QCSLVCAx7nl_0B2PNVSnyg,"Venue: A Little Taste of Heaven Bakery | City: Maryville  | Categories: Food, Cupcakes, Bakeries, Patisserie/Cake Shop, Desserts, Donuts | Attributes: RestaurantsPriceRange2=1, BusinessAcceptsCreditCards=True, RestaurantsTakeOut=True, Caters=True, BikeParking=True, ByAppointmentOnly=False, BusinessAcceptsBitcoin=False, BusinessParking={u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"
2QrTmKpuNBkOptbwK8NMKA,"Venue: Goldy's Chick - n - Mex | City: Wood River | Categories: Restaurants, Fast Food, Mexican, Chicken Shop | Attributes: RestaurantsTakeOut=True, NoiseLevel=u'average', RestaurantsPriceRange2=1, RestaurantsAttire='casual', DriveThru=True, GoodForMeal={'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, Alcohol=u'beer_and_wine', BikeParking=False"
gYyNkH66kfFt1fMozOT-Ww,"Venue: Fancy Nails | City: Alton | Categories: Nail Salons, Beauty & Spas | Attributes: ByAppointmentOnly=False, BusinessParking={'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, RestaurantsPriceRange2=1, BusinessAcceptsCreditCards=True"
GN9bLrY5Mk1yzTpzdJCggg,"Venue: Mark Muffler Shop | City: Edwardsville | Categories: Auto Parts & Supplies, Auto Repair, Oil Change Stations, Automotive, Tires | Attributes: BusinessAcceptsCreditCards=True"
